	カテゴリ	バス停			サブカテ	路線																																											
	path	busstop			subpath	route																																											
																																																	
																																																	
																																																	
																																																	
	共通属性																									個別属性																							
(項目名)	施設名	電話	住所	時間帯	価格	WGS84緯度	WGS84経度	定休日	駐車場	サムネ画像	ホームページ															id	seq	バスタイプ	バス会社	路線																			
(キー)	name	tel	address	open	fee	lat	lng	closingday	parking	thumbnail	homepage															id	sql	bustype	company	route																			
(属性型)	text	text	text	times	text	degree	degree	text	text	url	url															text	text	text	text	text																			
	ショッピングセンター前			message=,stime=0:00,etime=0:754		33.21051975	131.6493649			small_busstop.jpg																n209	1	1	大分バス（株）	南下郡・パークシティ明野・パークプレイス・アクロス前・萩原・大分、萩原・アクロス前・パークプレイス・パークシティ明野・南下郡・大分																			
	ショッピングセンター前			message=,stime=0:00,etime=0:755		33.21051975	131.6493649			small_busstop.jpg																n209	2	1	大分バス（株）	萩原・アクロス前・明野団地（大分高校）、萩原・大分高校・パークシティ明野																			
	しらさぎ公園前			message=,stime=0:00,etime=0:756		33.23332234	131.5816195			small_busstop.jpg																n210	1	1	大分交通（株）	スカイタウン高崎線8																			
	しらさぎ公園前			message=,stime=0:00,etime=0:757		33.23332234	131.5816195			small_busstop.jpg																n210	2	1	大分交通（株）	青葉台線24																			
	しらさぎ公園前			message=,stime=0:00,etime=0:758		33.23332234	131.5816195			small_busstop.jpg																n210	3	1	大分交通（株）	青葉台線9																			
	シルバー人材センター			message=,stime=0:00,etime=0:759		32.96738244	131.5162941			small_busstop.jpg																n211	1	3	豊後大野市	清川町通学西小ルート																			
	シルバー人材センター			message=,stime=0:00,etime=0:760		32.96738244	131.5162941			small_busstop.jpg																n211	2	3	豊後大野市	清川町通学東小ルート																			
	シルバー人材センター			message=,stime=0:00,etime=0:761		32.96738244	131.5162941			small_busstop.jpg																n211	3	3	豊後大野市	清川町伏野～白山ルート																			
	シルバー人材センター			message=,stime=0:00,etime=0:762		32.96738244	131.5162941			small_busstop.jpg																n211	4	3	豊後大野市	清川町牧口循環ルート																			
	シルバー人材センター			message=,stime=0:00,etime=0:763		32.96738244	131.5162941			small_busstop.jpg																n211	5	3	豊後大野市	清川町牧口循環ルート2																			
	シルバー人材センター			message=,stime=0:00,etime=0:764		32.96738244	131.5162941			small_busstop.jpg																n211	6	1	大野交通（株）	大野交通～緒方町立病院																			
	スーパーまたま			message=,stime=0:00,etime=0:765		33.60704404	131.4733212			small_busstop.jpg																n212	1	3	豊後高田市	臼野線																			
	スーパーまたま			message=,stime=0:00,etime=0:766		33.60704404	131.4733212			small_busstop.jpg																n212	2	3	豊後高田市	黒土線																			
	スカイタウン高崎グランド前			message=,stime=0:00,etime=0:767		33.23225982	131.5792444			small_busstop.jpg																n213	1	1	大分交通（株）	スカイタウン高崎線8																			
	スカイタウン高崎センター前			message=,stime=0:00,etime=0:768		33.23243823	131.5811173			small_busstop.jpg																n214	1	1	大分交通（株）	スカイタウン高崎線8																			
	スカイタウン高崎センター前			message=,stime=0:00,etime=0:769		33.23243823	131.5811173			small_busstop.jpg																n214	2	1	大分交通（株）	青葉台線24																			
	スカイタウン高崎センター前			message=,stime=0:00,etime=0:770		33.23243823	131.5811173			small_busstop.jpg																n214	3	1	大分交通（株）	青葉台線25																			
	スカイタウン高崎センター前			message=,stime=0:00,etime=0:771		33.23243823	131.5811173			small_busstop.jpg																n214	4	1	大分交通（株）	青葉台線9																			
	スカイタウン高崎入口			message=,stime=0:00,etime=0:772		33.23660379	131.5832359			small_busstop.jpg																n215	1	1	大分交通（株）	スカイタウン高崎線8																			
	スカイタウン高崎入口			message=,stime=0:00,etime=0:773		33.23660379	131.5832359			small_busstop.jpg																n215	2	1	大分交通（株）	青葉台線24																			
	スカイタウン高崎入口			message=,stime=0:00,etime=0:774		33.23660379	131.5832359			small_busstop.jpg																n215	3	1	大分交通（株）	青葉台線9																			
	スギノイパレス			message=,stime=0:00,etime=0:775		33.28436028	131.4725917			small_busstop.jpg																n216	1	1	亀の井バス（株）	海岸経由　鉄輪・観海寺線																			
	スギノイパレス			message=,stime=0:00,etime=0:776		33.28436028	131.4725917			small_busstop.jpg																n216	2	1	亀の井バス（株）	浜脇・観海寺線																			
	スクボ塚			message=,stime=0:00,etime=0:777		33.38195868	131.4400346			small_busstop.jpg																n217	1	3	杵築市	浄土寺・富田線																			
	スクボ塚			message=,stime=0:00,etime=0:778		33.38206979	131.444001			small_busstop.jpg																n218	1	3	杵築市	向野・床並線																			
	スクボ塚			message=,stime=0:00,etime=0:779		33.38206979	131.444001			small_busstop.jpg																n218	2	1	大交北部バス（株）	亀川駅～安心院																			
	スクボ塚			message=,stime=0:00,etime=0:780		33.38206979	131.444001			small_busstop.jpg																n218	3	1	大分交通（株）	亀川～安心院																			
	すだし			message=,stime=0:00,etime=0:781		32.94326344	132.0344647			small_busstop.jpg																n219	1	1	大分バス（株）	佐伯駅～鶴見～鮪浦（シビウラ）～広浦～梶寄線																			
	すだし			message=,stime=0:00,etime=0:782		32.94326344	132.0344647			small_busstop.jpg																n219	2	1	大分バス（株）	佐伯駅～梶寄																			
	ストア前			message=,stime=0:00,etime=0:783		33.18444204	131.5302719			small_busstop.jpg																n220	1	1	大分バス（株）	明磧・松が丘・富士見が丘（緑が丘）																			
	ストア前			message=,stime=0:00,etime=0:784		33.18444204	131.5302719			small_busstop.jpg																n220	2	1	大分バス（株）	明磧・松が丘・緑が丘																			
	ストア前			message=,stime=0:00,etime=0:785		33.18444204	131.5302719			small_busstop.jpg																n220	3	1	大分バス（株）	明磧・木の上・富士見が丘（緑が丘）																			
	ストア前			message=,stime=0:00,etime=0:786		33.18444204	131.5302719			small_busstop.jpg																n220	4	1	大分バス（株）	明磧・木の上・緑が丘																			
	ストア前			message=,stime=0:00,etime=0:787		33.18444204	131.5302719			small_busstop.jpg																n220	5	1	大分バス（株）	明磧・トキハわさだタウン・富士見が丘（緑が丘）																			
	ストア前			message=,stime=0:00,etime=0:788		33.18444204	131.5302719			small_busstop.jpg																n220	6	1	大分バス（株）	緑が丘・富士見ヶ丘・松が丘大分南高校スクール																			
	スパランド真玉			message=,stime=0:00,etime=0:789		33.59358229	131.509433			small_busstop.jpg																n221	1	3	豊後高田市	黒土線																			
	スパランド豊海入口			message=,stime=0:00,etime=0:790		33.33722792	131.4828339			small_busstop.jpg																n222	1	1	大分交通（株）	関の江団地線85																			
	スパランド豊海入口			message=,stime=0:00,etime=0:791		33.33722792	131.4828339			small_busstop.jpg																n222	2	1	大分交通（株）	関の江団地線86																			
	スパランド豊海入口			message=,stime=0:00,etime=0:792		33.33722792	131.4828339			small_busstop.jpg																n222	3	1	大交北部バス（株）	亀川駅～安心院																			
	スパランド豊海入口			message=,stime=0:00,etime=0:793		33.33722792	131.4828339			small_busstop.jpg																n222	4	1	大分交通（株）	亀川～安心院																			
	スポーツ公園前			message=,stime=0:00,etime=0:794		32.95717154	131.8029389			small_busstop.jpg																n223	1	1	大分バス（株）	葛港～佐伯駅～畑木～小半（オナガラ）鍾乳洞～上津川線																			
	スポーツ公園前			message=,stime=0:00,etime=0:795		32.95717154	131.8029389			small_busstop.jpg																n223	2	3	佐伯市	（本匠）風戸線																			
	スポーツ公園前			message=,stime=0:00,etime=0:796		32.95717154	131.8029389			small_busstop.jpg																n223	3	3	佐伯市	（弥生）山梨子線																			
	スポーツ公園前			message=,stime=0:00,etime=0:797		32.95717154	131.8029389			small_busstop.jpg																n223	4	1	大分バス（株）	葛港～上津川																			
	せぐち内科			message=,stime=0:00,etime=0:798		33.56719309	131.4398286			small_busstop.jpg																n224	1	3	豊後高田市	草地線																			
	セメント町			message=,stime=0:00,etime=0:799		33.0778241	131.8553161			small_busstop.jpg																n225	1	1	臼津交通（株）	市浜～津久見駅																			
	セメント町			message=,stime=0:00,etime=0:800		33.0778241	131.8553161			small_busstop.jpg																n225	2	1	臼津交通（株）	運動公園～川内																			
	セメント町			message=,stime=0:00,etime=0:801		33.0778241	131.8553161			small_busstop.jpg																n225	3	1	臼津交通（株）	津久見駅～楠屋																			
	セメント町			message=,stime=0:00,etime=0:802		33.0778241	131.8553161			small_busstop.jpg																n225	4	1	臼津交通（株）	津久見駅～川内																			
	セメント町			message=,stime=0:00,etime=0:803		33.0778241	131.8553161			small_busstop.jpg																n225	5	1	臼津交通（株）	運動公園～内名（久保浦団地）																			
	セメント町			message=,stime=0:00,etime=0:804		33.0778241	131.8553161			small_busstop.jpg																n225	6	1	臼津交通（株）	津久見駅～内名（久保浦団地）																			
	セメント町			message=,stime=0:00,etime=0:805		33.0778241	131.8553161			small_busstop.jpg																n225	7	1	臼津交通（株）	運動公園～楠屋																			
	セメント町			message=,stime=0:00,etime=0:806		33.0778241	131.8553161			small_busstop.jpg																n225	8	1	臼津交通（株）	運動公園～千怒～川内																			
	セメント町			message=,stime=0:00,etime=0:807		33.0778241	131.8553161			small_busstop.jpg																n225	9	1	臼津交通（株）	津久見駅～つくみん公園～運動公園																			
